"";"timestamp";"demand_kW";"apparent_temperature";"air_temperature";"dew_point_temperature";"relative_humidity";"wind_speed"
"1";2018-01-01;375,996857142857;16,6;16,2;13,5;84;3,6
"2";2018-01-01 01:00:00;373,581714285714;16,7;15,6;13,4;87;0
"3";2018-01-01 02:00:00;372,714428571429;16,2;15,1;13,6;91;0
"4";2018-01-01 03:00:00;374,887428571429;15,9;14,8;14,6;99;1,8
"5";2018-01-01 04:00:00;370,359857142857;16,2;14,8;14,5;98;0
"6";2018-01-01 05:00:00;362,958714285714;16,7;15,2;14,6;96;0
"7";2018-01-01 06:00:00;375,964714285714;16,8;15,2;15;99;0
"8";2018-01-01 07:00:00;401,961571428571;17;15,3;15,1;99;0
"9";2018-01-01 08:00:00;409,414285714286;16,5;16,6;13,1;80;5,4
"10";2018-01-01 09:00:00;422,023;16,4;17,9;11;64;9,4
"11";2018-01-01 10:00:00;439,000142857143;17,2;19,5;10,5;56;13
"12";2018-01-01 11:00:00;448,492428571429;18,5;20,5;10,6;53;11,2
"13";2018-01-01 12:00:00;466,105142857143;21,8;22,2;11;49;3,6
"14";2018-01-01 13:00:00;476,724857142857;20,4;22,6;9,7;44;11,2
"15";2018-01-01 14:00:00;486,705;23,1;24,8;11,4;43;11,2
"16";2018-01-01 15:00:00;494,323;23,4;25,2;9,9;38;9,4
"17";2018-01-01 16:00:00;486,192571428571;25;26,4;10,1;36;7,6
"18";2018-01-01 17:00:00;448,830285714286;24;26,7;10,4;36;14,8
"19";2018-01-01 18:00:00;401,954571428571;20,1;24,1;12,1;47;24,1
"20";2018-01-01 19:00:00;379,987714285714;17,7;21,9;13,8;60;27,7
"21";2018-01-01 20:00:00;388,752285714286;17,1;20,4;13,4;64;22,3
"22";2018-01-01 21:00:00;397,769285714286;17,6;18,7;12,2;66;9,4
"23";2018-01-01 22:00:00;388,629428571429;16,1;17,5;12,4;72;11,2
"24";2018-01-01 23:00:00;383,956142857143;15,5;17,2;12,5;74;13
"25";2018-01-02;379,313857142857;15,5;17;12,3;74;11,2
"26";2018-01-02 01:00:00;378,705285714286;16,7;16,8;12,9;78;5,4
"27";2018-01-02 02:00:00;377,371;15,9;16,8;13,1;79;9,4
"28";2018-01-02 03:00:00;394,730142857143;15,1;16,8;12,7;77;13
"29";2018-01-02 04:00:00;405,248714285714;16,4;16,7;12,5;76;5,4
"30";2018-01-02 05:00:00;407,172714285714;16;16,5;11,6;73;5,4
"31";2018-01-02 06:00:00;420,976428571429;15,3;16,2;10,5;69;5,4
"32";2018-01-02 07:00:00;464,798857142857;17;16,5;11,6;73;0
"33";2018-01-02 08:00:00;513,437;16;17,5;11,1;66;9,4
"34";2018-01-02 09:00:00;544,880285714286;15,9;18,8;9,6;55;14,8
"35";2018-01-02 10:00:00;555,268428571429;19,2;20,6;11,5;56;9,4
"36";2018-01-02 11:00:00;555,622714285714;16,7;20,1;9,4;50;16,6
"37";2018-01-02 12:00:00;568,334571428571;17,9;20,5;8,2;45;11,2
"38";2018-01-02 13:00:00;581,735142857143;18,1;21;8,3;44;13
"39";2018-01-02 14:00:00;594,499714285714;18,4;21,9;8,8;43;16,6
"40";2018-01-02 15:00:00;581,852857142857;17,9;22,3;8,4;41;20,5
"41";2018-01-02 16:00:00;552,863571428571;20,6;22,7;11,4;49;13
"42";2018-01-02 17:00:00;487,873142857143;18,4;21,5;11,5;53;18,4
"43";2018-01-02 18:00:00;429,626714285714;18,1;21,1;11,7;55;18,4
"44";2018-01-02 19:00:00;397,708142857143;16,2;19,4;11,2;59;18,4
"45";2018-01-02 20:00:00;406,828428571429;15,4;17,7;10,8;64;13
"46";2018-01-02 21:00:00;406,484571428571;13,1;17,2;10,6;65;22,3
"47";2018-01-02 22:00:00;398,210285714286;14,5;16,9;11,4;70;14,8
"48";2018-01-02 23:00:00;389,026714285714;14,3;17;10,6;66;14,8
"49";2018-01-03;388,228857142857;12,6;16,7;10,5;67;22,3
"50";2018-01-03 01:00:00;386,401428571429;13,4;16,4;10,7;69;16,6
"51";2018-01-03 02:00:00;382,253142857143;14;15,5;9,6;68;7,6
"52";2018-01-03 03:00:00;396,883142857143;12,8;15;9,8;71;11,2
"53";2018-01-03 04:00:00;411,227;12,8;14,5;10,1;75;9,4
"54";2018-01-03 05:00:00;410,317571428571;12,7;14,6;10,8;78;11,2
"55";2018-01-03 06:00:00;427,758142857143;13,1;13,5;13,5;100;7,6
"56";2018-01-03 07:00:00;470,045571428571;13,7;14,2;14,2;100;9,4
"57";2018-01-03 08:00:00;505,604714285714;14,5;14,9;13,4;91;7,6
"58";2018-01-03 09:00:00;534,591;13,6;14,4;14,2;99;11,2
"59";2018-01-03 10:00:00;545,163285714286;16,7;15,6;15,6;100;3,6
"60";2018-01-03 11:00:00;552,050285714286;15;15,7;15,5;99;13
"61";2018-01-03 12:00:00;567,990857142857;17,7;19,2;13,4;69;13
"62";2018-01-03 13:00:00;586,783857142857;19,1;21,4;12;55;14,8
"63";2018-01-03 14:00:00;585,419857142857;19,1;21,4;11,7;54;14,8
"64";2018-01-03 15:00:00;573,589714285714;19,4;22;10,8;49;14,8
"65";2018-01-03 16:00:00;555,143714285714;19,7;22,7;4,7;31;9,4
"66";2018-01-03 17:00:00;491,123;19,3;22,4;4,5;31;9,4
"67";2018-01-03 18:00:00;428,648285714286;18,5;22,2;9,4;44;18,4
"68";2018-01-03 19:00:00;385,756285714286;18,6;21,2;9,4;47;13
"69";2018-01-03 20:00:00;387,95;15,1;19,2;7,9;48;18,4
"70";2018-01-03 21:00:00;396,170285714286;14;17,5;5,8;46;13
"71";2018-01-03 22:00:00;388,749142857143;13,8;16,3;7,3;55;9,4
"72";2018-01-03 23:00:00;377,216142857143;14,5;15,5;8,5;63;3,6
"73";2018-01-04;373,283428571429;13,5;14,8;9;68;5,4
"74";2018-01-04 01:00:00;372,727857142857;14,3;14,4;9,4;72;0
"75";2018-01-04 02:00:00;371,881571428571;13,4;14,1;9,7;75;3,6
"76";2018-01-04 03:00:00;390,566714285714;12,1;13,2;9,8;80;5,4
"77";2018-01-04 04:00:00;409,524857142857;10,4;12,1;10,2;88;9,4
"78";2018-01-04 05:00:00;404,888;11,7;11,6;10,2;91;0
"79";2018-01-04 06:00:00;424,51;11;10,8;10,5;98;0
"80";2018-01-04 07:00:00;475,518714285714;10;11,2;10,7;97;7,6
"81";2018-01-04 08:00:00;524,948428571429;13,8;14,3;10,5;78;3,6
"82";2018-01-04 09:00:00;554,507428571429;16,6;17,7;11;65;7,6
"83";2018-01-04 10:00:00;585,922;18,3;19,7;11,2;58;9,4
"84";2018-01-04 11:00:00;605,648857142857;21,6;21,2;11,2;53;0
"85";2018-01-04 12:00:00;621,074;22,9;23;12;50;3,6
"86";2018-01-04 13:00:00;636,543428571429;22,1;24,4;13;49;16,6
"87";2018-01-04 14:00:00;631,066571428571;21,1;25,4;8,8;35;20,5
"88";2018-01-04 15:00:00;621,211857142857;24;26;11,7;41;13
"89";2018-01-04 16:00:00;603,096428571429;22,5;25,4;11,2;41;16,6
"90";2018-01-04 17:00:00;522,677714285714;22,1;25,3;12,5;45;20,5
"91";2018-01-04 18:00:00;452,556142857143;20,6;24;12,9;50;22,3
"92";2018-01-04 19:00:00;408,896285714286;19,1;21,8;13,9;61;20,5
"93";2018-01-04 20:00:00;410,466571428571;17,2;20,1;13,6;66;20,5
"94";2018-01-04 21:00:00;410,309285714286;18,3;18,4;13;71;5,4
"95";2018-01-04 22:00:00;397,765428571429;16,7;17,6;12,9;74;9,4
"96";2018-01-04 23:00:00;388,823428571429;16,4;16,9;13;78;7,6
"97";2018-01-05;382,746285714286;16,1;16,3;12,8;80;5,4
"98";2018-01-05 01:00:00;381,510285714286;15,9;15,7;12,8;83;3,6
"99";2018-01-05 02:00:00;383,549571428571;14,5;15,4;13,1;86;9,4
"100";2018-01-05 03:00:00;398,445857142857;15,1;14,8;13,2;90;3,6
"101";2018-01-05 04:00:00;415,929285714286;13,9;14,4;13,3;93;7,6
"102";2018-01-05 05:00:00;407,662571428571;14,4;14;13,4;96;3,6
"103";2018-01-05 06:00:00;428,898857142857;13,5;13,5;13,3;99;5,4
"104";2018-01-05 07:00:00;489,304857142857;14,9;13,8;13,6;99;0
"105";2018-01-05 08:00:00;541,467142857143;18,5;16,7;15,4;92;0
"106";2018-01-05 09:00:00;556,344142857143;19,6;19,4;14;71;5,4
"107";2018-01-05 10:00:00;582,110428571429;21;20,7;13,2;62;3,6
"108";2018-01-05 11:00:00;619,403857142857;22,9;22,9;13,4;55;5,4
"109";2018-01-05 12:00:00;644,472285714286;24,3;24,5;12,8;48;5,4
"110";2018-01-05 13:00:00;668,059;26,2;26,2;12,3;42;3,6
"111";2018-01-05 14:00:00;681,127428571429;27,4;28,2;10,9;34;5,4
"112";2018-01-05 15:00:00;675,681285714286;27,7;29,6;10,7;31;11,2
"113";2018-01-05 16:00:00;699,890153846154;29,4;30,6;12;32;9,4
"114";2018-01-05 17:00:00;590,083571428571;30,8;31,8;8,7;24;3,6
"115";2018-01-05 18:00:00;508,005142857143;30;32,2;9,7;25;11,2
"116";2018-01-05 19:00:00;451,590857142857;29,9;31,5;10,8;28;9,4
"117";2018-01-05 20:00:00;438,449714285714;26,7;28,1;12,4;38;11,2
"118";2018-01-05 21:00:00;437;25;25,7;12,5;44;7,6
"119";2018-01-05 22:00:00;425,117571428571;23,8;24,4;13;49;7,6
"120";2018-01-05 23:00:00;411,518428571429;24,2;23,4;12,7;51;0
"121";2018-01-06;408,565714285714;22,5;21,4;13,6;61;0
"122";2018-01-06 01:00:00;395,408714285714;22,1;20,8;14,2;66;0
"123";2018-01-06 02:00:00;387,740857142857;20,9;19,6;14,2;71;0
"124";2018-01-06 03:00:00;382,877285714286;18;18,1;14,4;79;7,6
"125";2018-01-06 04:00:00;385,798142857143;18,6;18;14,1;78;3,6
"126";2018-01-06 05:00:00;371,68562962963;18,4;17;14,5;85;0
"127";2018-01-06 06:00:00;313,889;16,4;16,5;14,3;87;7,6
"128";2018-01-06 07:00:00;416,129166666667;17,7;18,2;14,1;77;9,4
"129";2018-01-06 08:00:00;442,85504;23,7;23,6;14,9;58;7,6
"130";2018-01-06 09:00:00;500,802307692308;29,5;31,2;12,5;32;13
"131";2018-01-06 10:00:00;520,764857142857;32,2;33,9;11,7;26;11,2
"132";2018-01-06 11:00:00;536,256428571429;28,8;34,3;10,8;24;29,5
"133";2018-01-06 12:00:00;569,849142857143;31,7;35,9;11,5;23;24,1
"134";2018-01-06 13:00:00;601,33037037037;31,9;38,2;8,9;17;31,3
"135";2018-01-06 14:00:00;595,895555555556;34,7;39,3;8,9;16;22,3
"136";2018-01-06 15:00:00;634,9168;34,5;40,2;5,4;12;24,1
"137";2018-01-06 16:00:00;614,461384615385;33,5;40,5;4,3;11;29,5
"138";2018-01-06 17:00:00;558,5;35,4;41,5;3,7;10;24,1
"139";2018-01-06 18:00:00;444,113037037037;34,4;40,5;1,5;9;22,3
"140";2018-01-06 19:00:00;434,500461538462;21,1;27;11,9;39;33,5
"141";2018-01-06 20:00:00;427,062962962963;24,8;26,1;11,8;41;9,4
"142";2018-01-06 21:00:00;425,639142857143;25,7;25,3;11,1;41;0
"143";2018-01-06 22:00:00;420,495571428571;23,3;24,3;11,6;45;7,6
"144";2018-01-06 23:00:00;414,808428571429;23;23,8;12,1;48;7,6
"145";2018-01-07;403,925857142857;20,7;21,9;16,2;70;16,6
"146";2018-01-07 01:00:00;394,930571428571;18,6;19,5;15,2;76;13
"147";2018-01-07 02:00:00;394,523571428571;17,8;18,9;15,4;80;14,8
"148";2018-01-07 03:00:00;389,078571428571;18;18,3;15,7;85;11,2
"149";2018-01-07 04:00:00;393,400857142857;18,1;18,3;15,2;82;9,4
"150";2018-01-07 05:00:00;387,614074074074;17,7;18,2;15,3;83;11,2
"151";2018-01-07 06:00:00;379,779703703704;17,1;17,3;14,9;86;9,4
"152";2018-01-07 07:00:00;398,65552;18,4;18;15,6;86;7,6
"153";2018-01-07 08:00:00;452,6268;18,3;19,1;14,4;74;11,2
"154";2018-01-07 09:00:00;397,806608695652;19,9;19,3;14,1;72;3,6
"155";2018-01-07 10:00:00;428,619454545455;18,6;19,3;13,5;69;9,4
"156";2018-01-07 11:00:00;414,897166666667;18,2;19,3;14,6;74;13
"157";2018-01-07 12:00:00;414,981833333333;19,8;20,9;13,6;63;11,2
"158";2018-01-07 13:00:00;417,264333333333;18,7;21,3;14,5;65;20,5
"159";2018-01-07 14:00:00;425,394142857143;19,5;21,4;14,1;63;16,6
"160";2018-01-07 15:00:00;425,107;19,5;21,3;13,5;61;14,8
"161";2018-01-07 16:00:00;419,327714285714;22;22,7;13,7;57;9,4
"162";2018-01-07 17:00:00;424,668296296296;19,9;22,1;13,5;58;16,6
"163";2018-01-07 18:00:00;392,517428571429;22,4;23,2;14,2;57;11,2
"164";2018-01-07 19:00:00;397,381481481481;21,2;22,2;13,8;59;11,2
"165";2018-01-07 20:00:00;388,615428571429;20,6;20,7;13,2;62;5,4
"166";2018-01-07 21:00:00;401,478142857143;18,3;18,9;12,9;68;7,6
"167";2018-01-07 22:00:00;394,369428571429;17,3;18,2;13,1;72;9,4
"168";2018-01-07 23:00:00;391,725428571429;17,8;17,9;13;73;5,4
"169";2018-01-08;389,472714285714;17,7;17,5;12,8;74;3,6
"170";2018-01-08 01:00:00;386,652714285714;16,9;17,3;13,4;78;7,6
"171";2018-01-08 02:00:00;389,246142857143;16,8;17,2;13,3;78;7,6
"172";2018-01-08 03:00:00;407,913714285714;16,1;17,1;13,6;80;11,2
"173";2018-01-08 04:00:00;423,030571428571;17,1;17;13,5;80;5,4
"174";2018-01-08 05:00:00;430,119142857143;17,9;16,8;13,5;81;0
"175";2018-01-08 06:00:00;451,842428571429;17;16,5;14,7;89;5,4
"176";2018-01-08 07:00:00;506,648142857143;17,4;16,5;16;97;5,4
"177";2018-01-08 08:00:00;559,068;17,5;17,3;15,1;87;7,6
"178";2018-01-08 09:00:00;615,300428571429;19,1;18;15,6;86;3,6
"179";2018-01-08 10:00:00;623,234428571429;18,9;19,1;15,2;78;9,4
"180";2018-01-08 11:00:00;636,662285714286;20;19,7;14,3;71;5,4
"181";2018-01-08 12:00:00;652,121714285714;20,5;20,7;14,1;66;7,6
"182";2018-01-08 13:00:00;669,136428571429;25,3;23,5;15,5;61;0
"183";2018-01-08 14:00:00;658,549285714286;21;22,6;14,2;59;14,8
"184";2018-01-08 15:00:00;648,177714285714;20,6;22,3;13,6;58;14,8
"185";2018-01-08 16:00:00;615,807714285714;22,2;23,8;15;58;16,6
"186";2018-01-08 17:00:00;530,441857142857;21,5;23,1;14,1;57;14,8
"187";2018-01-08 18:00:00;461,818428571429;20,6;22;13,6;59;13
"188";2018-01-08 19:00:00;420,968428571429;19,8;20,9;13,4;62;11,2
"189";2018-01-08 20:00:00;408,314714285714;20,2;20,6;13,3;63;7,6
"190";2018-01-08 21:00:00;414,919142857143;19,8;19,8;13,3;66;5,4
"191";2018-01-08 22:00:00;395,935285714286;16,2;18,7;12,5;67;16,6
"192";2018-01-08 23:00:00;387,014142857143;15,5;17,3;11,1;67;11,2
"193";2018-01-09;397,636;15,4;16,7;11,6;72;9,4
"194";2018-01-09 01:00:00;400,836142857143;15,2;16,8;11,7;72;11,2
"195";2018-01-09 02:00:00;397,468285714286;15,7;16,9;12;73;9,4
"196";2018-01-09 03:00:00;410,500857142857;16,1;16,9;12,2;74;7,6
"197";2018-01-09 04:00:00;422,559142857143;15,7;16,8;12,3;75;9,4
"198";2018-01-09 05:00:00;430,587571428571;16,3;16,7;12,3;75;5,4
"199";2018-01-09 06:00:00;461,697571428571;17,3;16,4;12,8;79;0
"200";2018-01-09 07:00:00;509,862285714286;15,2;16,6;12,6;77;11,2
"201";2018-01-09 08:00:00;565,438;16;17,2;12,1;72;9,4
"202";2018-01-09 09:00:00;584,192428571429;16,7;18,8;11,4;62;13
"203";2018-01-09 10:00:00;608,167142857143;16,8;20;9,9;52;16,6
"204";2018-01-09 11:00:00;608,536285714286;17,6;21,7;10,8;50;22,3
"205";2018-01-09 12:00:00;609,649;19,8;23;11,1;47;18,4
"206";2018-01-09 13:00:00;619,479857142857;20,9;22,6;13,7;57;14,8
"207";2018-01-09 14:00:00;616,947;16,8;21,2;12,1;56;25,9
"208";2018-01-09 15:00:00;595,212428571429;14,4;20,1;9,9;52;29,5
"209";2018-01-09 16:00:00;574,802142857143;16,1;21,2;8,1;43;24,1
"210";2018-01-09 17:00:00;517,957285714286;16,6;21,3;7,2;40;20,5
"211";2018-01-09 18:00:00;470,373285714286;14,6;20;7,1;43;24,1
"212";2018-01-09 19:00:00;447,154571428571;11;18,9;3,9;37;33,5
"213";2018-01-09 20:00:00;438,792857142857;13,9;17,7;7,7;52;16,6
"214";2018-01-09 21:00:00;426,398142857143;13,7;16,5;7,4;55;11,2
"215";2018-01-09 22:00:00;413,137428571429;13,4;15,7;8;60;9,4
"216";2018-01-09 23:00:00;412,401428571429;13,4;15,1;8,8;66;7,6
"217";2018-01-10;414,965;14,7;16,1;10,2;68;7,6
"218";2018-01-10 01:00:00;407,559714285714;13,2;14,8;10,8;77;9,4
"219";2018-01-10 02:00:00;404,626;12,6;14;10,2;78;7,6
"220";2018-01-10 03:00:00;423,775428571429;13,7;13,4;10,8;84;0
"221";2018-01-10 04:00:00;436,880714285714;11,8;13;10,7;86;7,6
"222";2018-01-10 05:00:00;442,155142857143;13,2;12,9;10,8;87;0
"223";2018-01-10 06:00:00;467,949142857143;11,7;12,3;11,4;94;5,4
"224";2018-01-10 07:00:00;527,107428571429;12;12,9;11,8;93;7,6
"225";2018-01-10 08:00:00;574,031857142857;15,3;15,6;12,4;81;5,4
"226";2018-01-10 09:00:00;627,538285714286;15,2;17,7;11,3;66;14,8
"227";2018-01-10 10:00:00;647,593142857143;16,8;19,6;10;54;14,8
"228";2018-01-10 11:00:00;662,932857142857;19,3;21;10,2;50;9,4
"229";2018-01-10 12:00:00;669,971;21,4;22,4;8,9;42;3,6
"230";2018-01-10 13:00:00;689,379142857143;20,8;23,4;8,3;38;11,2
"231";2018-01-10 14:00:00;683,981571428571;22,6;25;8,9;36;11,2
"232";2018-01-10 15:00:00;669,045285714286;23,2;25;8,5;35;7,6
"233";2018-01-10 16:00:00;648,611;23,9;26,8;10,9;37;16,6
"234";2018-01-10 17:00:00;576,134571428571;23;24,7;11,6;44;11,2
"235";2018-01-10 18:00:00;518,459285714286;24;24,7;13,6;50;9,4
"236";2018-01-10 19:00:00;490,518857142857;25,3;25,8;14,3;49;9,4
"237";2018-01-10 20:00:00;464,796857142857;23,5;24,2;13,7;52;9,4
"238";2018-01-10 21:00:00;446,565571428571;21,9;22,1;14;60;7,6
"239";2018-01-10 22:00:00;422,758142857143;22,1;20,8;14;65;0
"240";2018-01-10 23:00:00;407,318;20,8;20,6;14;66;5,4
"241";2018-01-11;399,208714285714;19;19,5;13,2;67;7,6
"242";2018-01-11 01:00:00;397,328285714286;19,6;18,7;12,9;69;0
"243";2018-01-11 02:00:00;392,889571428571;18,8;17,8;13,1;74;0
"244";2018-01-11 03:00:00;405,857571428571;16,9;16,8;13,5;81;5,4
"245";2018-01-11 04:00:00;421,485285714286;14,8;15,2;13,4;89;7,6
"246";2018-01-11 05:00:00;425,372;15,3;14,2;13,4;95;0
"247";2018-01-11 06:00:00;461,980142857143;13,9;13,9;13,3;96;5,4
"248";2018-01-11 07:00:00;524,403142857143;15;14,1;13,9;99;1,8
"249";2018-01-11 08:00:00;594,154285714286;17,8;16,9;14;83;1,8
"250";2018-01-11 09:00:00;635,318857142857;20,1;20,5;14,4;68;9,4
"251";2018-01-11 10:00:00;702,274857142857;23,9;24;14,4;55;7,6
"252";2018-01-11 11:00:00;747,174142857143;28,7;27,5;13,8;43;0
"253";2018-01-11 12:00:00;773,448285714286;27,6;30,1;11,1;31;14,8
"254";2018-01-11 13:00:00;800,418714285714;29,2;31,8;8,1;23;11,2
"255";2018-01-11 14:00:00;798,969285714286;30,7;33,2;8,6;22;11,2
"256";2018-01-11 15:00:00;842,265846153846;29,5;32,6;7,4;21;13
"257";2018-01-11 16:00:00;758,795857142857;30,7;33,3;8;21;11,2
"258";2018-01-11 17:00:00;674,439142857143;31,2;33,3;8,7;22;9,4
"259";2018-01-11 18:00:00;588,864;32,2;33,7;10,9;25;9,4
"260";2018-01-11 19:00:00;542,543;28,7;32,8;9,6;24;20,5
"261";2018-01-11 20:00:00;525,567857142857;30,6;32,1;9,6;25;7,6
"262";2018-01-11 21:00:00;488,084428571429;28,9;29,7;12,2;34;7,6
"263";2018-01-11 22:00:00;467,812714285714;27;28,1;12,4;38;9,4
"264";2018-01-11 23:00:00;461,325142857143;26;26,6;14;46;9,4
"265";2018-01-12;451,686;25;25,9;14,1;48;11,2
"266";2018-01-12 01:00:00;434,930857142857;24,4;25,3;14,1;50;11,2
"267";2018-01-12 02:00:00;433,133714285714;23,9;24,5;14,9;55;11,2
"268";2018-01-12 03:00:00;464,020714285714;23,9;24,2;14,9;56;9,4
"269";2018-01-12 04:00:00;483,151428571429;25,3;24,6;14,4;53;3,6
"270";2018-01-12 05:00:00;473,178;27,1;27,7;12,9;40;7,6
"271";2018-01-12 06:00:00;505,087571428571;27,6;27,9;13,8;42;7,6
"272";2018-01-12 07:00:00;575,317428571429;26,9;28;14,6;44;13
"273";2018-01-12 08:00:00;622,267857142857;27,7;28,4;14,6;43;11,2
"274";2018-01-12 09:00:00;656,812285714286;25,9;27,3;15,6;49;16,6
"275";2018-01-12 10:00:00;673,012;27,8;27,1;16,4;52;7,6
"276";2018-01-12 11:00:00;689,149428571429;26,6;27,1;17,8;57;16,6
"277";2018-01-12 12:00:00;705,050428571429;28,8;28,5;18;53;13
"278";2018-01-12 13:00:00;716,293428571429;29,1;29,9;18;49;18,4
"279";2018-01-12 14:00:00;675,337857142857;23,8;25,9;18,3;63;25,9
"280";2018-01-12 15:00:00;668,716;27,2;23,5;22,8;96;7,6
"281";2018-01-12 16:00:00;602,543857142857;28;23,8;22,9;95;5,4
"282";2018-01-12 17:00:00;521,630285714286;22,6;24;18,4;71;22,3
"283";2018-01-12 18:00:00;458,795428571429;20,9;19,6;17,9;90;7,6
"284";2018-01-12 19:00:00;427,260714285714;19;17,8;17,8;100;7,6
"285";2018-01-12 20:00:00;439,923857142857;21,1;18,2;18,2;100;0
"286";2018-01-12 21:00:00;436,965571428571;19,5;17,1;17,1;100;0
"287";2018-01-12 22:00:00;425,651857142857;19,9;17,4;17,4;100;0
"288";2018-01-12 23:00:00;408,227428571429;20,1;17,5;17,5;100;0
"289";2018-01-13;399,335285714286;19,8;17,3;17,3;100;0
"290";2018-01-13 01:00:00;397,825;16,2;16,4;15,9;97;11,2
"291";2018-01-13 02:00:00;394,846285714286;16,6;16,1;15,9;99;7,6
"292";2018-01-13 03:00:00;392,380285714286;15,8;15,8;15,6;99;9,4
"293";2018-01-13 04:00:00;393,153714285714;15,6;15,3;14,3;94;5,4
"294";2018-01-13 05:00:00;387,254428571429;14,7;14,6;13,6;94;5,4
"295";2018-01-13 06:00:00;381,110857142857;13,7;14,4;13,6;95;9,4
"296";2018-01-13 07:00:00;391,785714285714;14,9;14,8;13,5;92;5,4
"297";2018-01-13 08:00:00;338,621857142857;13,6;15,5;11,9;79;13
"298";2018-01-13 09:00:00;342,247714285714;16;17,1;11,2;68;7,6
"299";2018-01-13 10:00:00;348,611857142857;15,4;18,4;9,2;55;14,8
"300";2018-01-13 11:00:00;354,255142857143;15,7;19,6;8,6;49;18,4
"301";2018-01-13 12:00:00;394,595846153846;18,1;20,2;8,8;48;9,4
"302";2018-01-13 13:00:00;390,750461538462;17;20,5;7,2;42;14,8
"303";2018-01-13 14:00:00;350,363571428571;15,2;19,9;7;43;20,5
"304";2018-01-13 15:00:00;413,199142857143;14,4;15;14,8;99;11,2
"305";2018-01-13 16:00:00;414,815;16,1;15,4;15,2;99;5,4
"306";2018-01-13 17:00:00;399,537714285714;13,3;14,4;14,4;100;13
"307";2018-01-13 18:00:00;383,81;15,9;16,3;15,3;94;11,2
"308";2018-01-13 19:00:00;375,016142857143;12,4;14,3;14,1;99;16,6
"309";2018-01-13 20:00:00;383,953285714286;11,6;12,6;12,6;100;9,4
"310";2018-01-13 21:00:00;395,661857142857;11,5;12,8;12,8;100;11,2
"311";2018-01-13 22:00:00;390,883;9;11,2;11;99;13
"312";2018-01-13 23:00:00;389,347714285714;10,4;11,7;11,7;100;9,4
"313";2018-01-14;387,854;11,4;11,9;11,9;100;5,4
"314";2018-01-14 01:00:00;391,947857142857;10,5;11,5;11,5;100;7,6
"315";2018-01-14 02:00:00;395,251142857143;10,6;11,6;11,6;100;7,6
"316";2018-01-14 03:00:00;393,629857142857;10,5;11,5;11,5;100;7,6
"317";2018-01-14 04:00:00;390,955428571429;11,4;11,6;11,6;100;3,6
"318";2018-01-14 05:00:00;381,198571428571;10,6;11,6;11,4;99;7,6
"319";2018-01-14 06:00:00;363,013142857143;10,2;11;10,8;99;5,4
"320";2018-01-14 07:00:00;376,698;11,6;11,3;11;98;0
"321";2018-01-14 08:00:00;386,352857142857;12,5;14;11;82;9,4
"322";2018-01-14 09:00:00;387,865571428571;13,4;16,1;9,3;64;13
"323";2018-01-14 10:00:00;389,177142857143;12,6;15,8;8,5;62;14,8
"324";2018-01-14 11:00:00;394,306142857143;14,6;16,6;9,3;62;9,4
"325";2018-01-14 12:00:00;402,496714285714;16,5;19,2;7,9;48;11,2
"326";2018-01-14 13:00:00;401,042714285714;14,3;18,8;9,3;54;22,3
"327";2018-01-14 14:00:00;402,589428571429;16,6;19,8;8,5;48;14,8
"328";2018-01-14 15:00:00;402,504285714286;14,3;19,2;7,6;47;22,3
"329";2018-01-14 16:00:00;405,572857142857;13,7;19,3;6,1;42;24,1
"330";2018-01-14 17:00:00;398,131285714286;13,8;18,8;6,9;46;22,3
"331";2018-01-14 18:00:00;381,625714285714;14,3;19;7,1;46;20,5
"332";2018-01-14 19:00:00;373,153;14,7;18,4;6,3;45;14,8
"333";2018-01-14 20:00:00;383,790142857143;13;17;6,8;51;16,6
"334";2018-01-14 21:00:00;395,101142857143;12,6;15,5;8,3;62;13
"335";2018-01-14 22:00:00;389,694571428571;12,6;14,8;8,3;65;9,4
"336";2018-01-14 23:00:00;391,116714285714;13,4;14,7;8,9;68;5,4
"337";2018-01-15;390,410571428571;14,6;14,9;8,8;67;0
"338";2018-01-15 01:00:00;393,157142857143;13,6;15,2;9,6;69;7,6
"339";2018-01-15 02:00:00;395,518285714286;15,2;15,2;10;71;0
"340";2018-01-15 03:00:00;408,637;13,2;15,8;10,8;72;14,8
"341";2018-01-15 04:00:00;430,011142857143;14,3;15,6;10,4;71;7,6
"342";2018-01-15 05:00:00;436,287857142857;14,8;15,2;12;81;5,4
"343";2018-01-15 06:00:00;459,746428571429;13,4;14,6;13,1;91;11,2
"344";2018-01-15 07:00:00;511,425;13,1;14;14;100;11,2
"345";2018-01-15 08:00:00;565,027285714286;14,6;14,6;14,6;100;7,6
"346";2018-01-15 09:00:00;601,867571428571;15;14,9;14,9;100;7,6
"347";2018-01-15 10:00:00;614,461428571429;17,8;17,5;17,3;99;11,2
"348";2018-01-15 11:00:00;617,209857142857;17,2;19;14,5;75;16,6
"349";2018-01-15 12:00:00;616,092714285714;15,6;19,7;12;61;24,1
"350";2018-01-15 13:00:00;617,436142857143;17,3;19,9;14,3;70;20,5
"351";2018-01-15 14:00:00;629,134857142857;16,9;18,8;15,1;79;18,4
"352";2018-01-15 15:00:00;613,468857142857;19,9;19,4;17;86;9,4
"353";2018-01-15 16:00:00;579,162142857143;17,7;18,4;16,6;89;14,8
"354";2018-01-15 17:00:00;510,959285714286;17,9;21,1;13,5;62;22,3
